time;x;y;z;gx;gy;gz;result_acelerometro;result_giroscopio
309.539;-0,02;1,09;0,03;0,04;0,00;0,00;1,09;0,04
309.566;-0,05;1,09;0,04;0,04;0,00;0,00;1,09;0,04
309.608;-0,05;1,09;0,04;0,00;0,04;0,04;1,09;0,06
309.616;-0,06;1,09;0,05;0,00;0,04;0,04;1,09;0,06
309.666;-0,06;1,08;0,04;0,00;0,04;0,04;1,08;0,06
309.678;-0,06;1,08;0,04;-0,01;0,03;-0,04;1,08;0,05
309.716;-0,04;1,09;0,03;-0,01;0,03;-0,04;1,09;0,05
309.748;-0,04;1,09;0,03;0,01;0,01;-0,05;1,09;0,05
309.766;-0,04;1,10;0,02;0,01;0,01;-0,05;1,10;0,05
309.816;-0,04;1,09;0,04;0,01;0,01;-0,05;1,09;0,05
309.819;-0,04;1,09;0,04;0,02;0,06;0,02;1,09;0,07
309.866;-0,04;1,09;0,05;0,02;0,06;0,02;1,09;0,07
309.889;-0,04;1,09;0,05;-0,02;0,04;0,02;1,09;0,05
309.916;-0,04;1,08;0,04;-0,02;0,04;0,02;1,08;0,05
309.958;-0,04;1,08;0,04;0,01;0,01;-0,02;1,08;0,02
309.966;-0,04;1,09;0,04;0,01;0,01;-0,02;1,09;0,02
310.016;-0,04;1,09;0,04;0,01;0,01;-0,02;1,09;0,02
310.029;-0,04;1,09;0,04;-0,01;0,00;0,01;1,09;0,01
310.066;-0,04;1,09;0,04;-0,01;0,00;0,01;1,09;0,01
310.097;-0,04;1,09;0,04;0,01;0,01;0,02;1,09;0,02
310.116;-0,04;1,09;0,04;0,01;0,01;0,02;1,09;0,02
310.167;-0,04;1,09;0,03;0,01;0,01;0,02;1,09;0,02
310.169;-0,04;1,09;0,03;-0,03;-0,01;0,01;1,09;0,03
310.216;-0,05;1,09;0,03;-0,03;-0,01;0,01;1,09;0,03
310.237;-0,05;1,09;0,03;0,01;-0,01;0,00;1,09;0,01
310.266;-0,05;1,09;0,03;0,01;-0,01;0,00;1,09;0,01
310.308;-0,05;1,09;0,03;0,00;0,01;0,00;1,09;0,01
310.316;-0,04;1,09;0,03;0,00;0,01;0,00;1,09;0,01
310.366;-0,05;1,09;0,03;0,00;0,01;0,00;1,09;0,01
310.377;-0,05;1,09;0,03;-0,03;0,03;0,01;1,09;0,04
310.416;-0,04;1,09;0,04;-0,03;0,03;0,01;1,09;0,04
310.448;-0,04;1,09;0,04;0,01;0,00;0,00;1,09;0,01
310.466;-0,04;1,09;0,04;0,01;0,00;0,00;1,09;0,01
310.516;-0,04;1,09;0,03;0,01;0,00;0,00;1,09;0,01
310.519;-0,04;1,09;0,03;-0,02;-0,01;-0,02;1,09;0,03
310.566;-0,04;1,09;0,03;-0,02;-0,01;-0,02;1,09;0,03
310.588;-0,04;1,09;0,03;0,01;0,02;0,01;1,09;0,02
310.616;-0,05;1,09;0,03;0,01;0,02;0,01;1,09;0,02
310.658;-0,05;1,09;0,03;-0,02;0,03;0,00;1,09;0,04
310.807;-0,04;1,09;0,03;-0,02;0,03;0,00;1,09;0,04
310.808;-0,04;1,09;0,04;-0,02;0,03;0,00;1,09;0,04
310.81;-0,04;1,09;0,04;0,00;0,01;-0,01;1,09;0,01
310.811;-0,04;1,09;0,04;0,00;0,01;-0,01;1,09;0,01
310.813;-0,04;1,09;0,04;-0,01;0,02;0,01;1,09;0,02
310.816;-0,04;1,09;0,03;-0,01;0,02;0,01;1,09;0,02
310.866;-0,04;1,09;0,04;-0,01;0,02;0,01;1,09;0,02
310.868;-0,04;1,09;0,04;-0,02;0,03;0,00;1,09;0,04
310.916;-0,04;1,09;0,04;-0,02;0,03;0,00;1,09;0,04
310.937;-0,04;1,09;0,04;0,00;0,00;-0,01;1,09;0,01
310.966;-0,05;1,09;0,03;0,00;0,00;-0,01;1,09;0,01
311.007;-0,05;1,09;0,03;0,01;0,03;0,01;1,09;0,03
311.016;-0,05;1,09;0,02;0,01;0,03;0,01;1,09;0,03
311.066;-0,05;1,09;0,03;0,01;0,03;0,01;1,09;0,03
311.078;-0,05;1,09;0,03;-0,01;0,04;-0,01;1,09;0,04
311.116;-0,05;1,09;0,03;-0,01;0,04;-0,01;1,09;0,04
311.148;-0,05;1,09;0,03;0,01;0,05;-0,01;1,09;0,05
311.166;-0,03;1,09;0,05;0,01;0,05;-0,01;1,09;0,05
311.216;-0,02;1,09;0,05;0,01;0,05;-0,01;1,09;0,05
311.219;-0,02;1,09;0,05;-0,01;0,01;0,01;1,09;0,02
311.266;-0,04;1,09;0,04;-0,01;0,01;0,01;1,09;0,02
311.288;-0,04;1,09;0,04;-0,01;-0,02;-0,01;1,09;0,02
311.316;-0,05;1,09;0,03;-0,01;-0,02;-0,01;1,09;0,02
311.357;-0,05;1,09;0,03;-0,01;0,01;0,02;1,09;0,02
311.366;-0,05;1,09;0,04;-0,01;0,01;0,02;1,09;0,02
311.416;-0,04;1,09;0,04;-0,01;0,01;0,02;1,09;0,02
311.428;-0,04;1,09;0,04;0,01;0,00;0,00;1,09;0,01
311.466;-0,04;1,09;0,04;0,01;0,00;0,00;1,09;0,01
311.498;-0,04;1,09;0,04;-0,01;-0,02;-0,01;1,09;0,02
311.516;-0,04;1,09;0,03;-0,01;-0,02;-0,01;1,09;0,02
311.566;-0,04;1,09;0,04;-0,01;-0,02;-0,01;1,09;0,02
311.568;-0,04;1,09;0,04;-0,01;0,00;0,02;1,09;0,02
311.616;-0,05;1,09;0,03;-0,01;0,00;0,02;1,09;0,02
311.638;-0,05;1,09;0,03;-0,02;0,00;0,01;1,09;0,02
311.666;-0,04;1,09;0,04;-0,02;0,00;0,01;1,09;0,02
311.708;-0,04;1,09;0,04;0,00;-0,02;-0,02;1,09;0,03
311.716;-0,04;1,09;0,03;0,00;-0,02;-0,02;1,09;0,03
311.766;-0,05;1,09;0,02;0,00;-0,02;-0,02;1,09;0,03
311.778;-0,05;1,09;0,02;0,01;0,00;0,00;1,09;0,01
311.816;-0,05;1,09;0,03;0,01;0,00;0,00;1,09;0,01
311.848;-0,05;1,09;0,03;0,01;0,02;0,00;1,09;0,02
311.866;-0,04;1,09;0,04;0,01;0,02;0,00;1,09;0,02
311.916;-0,04;1,09;0,04;0,01;0,02;0,00;1,09;0,02
311.919;-0,04;1,09;0,04;0,01;0,00;-0,03;1,09;0,03
311.972;-0,03;1,09;0,04;0,01;0,00;-0,03;1,09;0,03
311.989;-0,03;1,09;0,04;-0,03;0,00;0,01;1,09;0,03
312.016;-0,04;1,09;0,03;-0,03;0,00;0,01;1,09;0,03
312.057;-0,04;1,09;0,03;-0,02;0,03;0,05;1,09;0,06
312.066;-0,04;1,09;0,04;-0,02;0,03;0,05;1,09;0,06
312.116;-0,05;1,08;0,04;-0,02;0,03;0,05;1,08;0,06
312.128;-0,05;1,08;0,04;0,03;-0,01;-0,04;1,08;0,05
312.166;-0,04;1,10;0,03;0,03;-0,01;-0,04;1,10;0,05
312.198;-0,04;1,10;0,03;-0,01;0,03;0,03;1,10;0,04
312.216;-0,03;1,09;0,04;-0,01;0,03;0,03;1,09;0,04
312.266;-0,04;1,09;0,04;-0,01;0,03;0,03;1,09;0,04
312.27;-0,04;1,09;0,04;-0,03;-0,02;0,00;1,09;0,04
312.316;-0,05;1,09;0,03;-0,03;-0,02;0,00;1,09;0,04
312.337;-0,05;1,09;0,03;0,00;0,00;0,01;1,09;0,01
312.366;-0,05;1,09;0,04;0,00;0,00;0,01;1,09;0,01
312.407;-0,05;1,09;0,04;-0,01;0,01;0,00;1,09;0,01
312.416;-0,04;1,09;0,04;-0,01;0,01;0,00;1,09;0,01
312.466;-0,03;1,09;0,04;-0,01;0,01;0,00;1,09;0,01
312.478;-0,03;1,09;0,04;-0,01;-0,01;-0,01;1,09;0,02
312.516;-0,03;1,09;0,04;-0,01;-0,01;-0,01;1,09;0,02
312.547;-0,03;1,09;0,04;0,00;-0,03;0,01;1,09;0,03
312.566;-0,04;1,09;0,03;0,00;-0,03;0,01;1,09;0,03
312.616;-0,04;1,10;0,03;0,00;-0,03;0,01;1,10;0,03
312.618;-0,04;1,10;0,03;-0,03;-0,01;0,02;1,10;0,04
312.666;-0,05;1,08;0,04;-0,03;-0,01;0,02;1,08;0,04
312.688;-0,05;1,08;0,04;0,01;-0,01;0,02;1,08;0,02
312.716;-0,05;1,09;0,03;0,01;-0,01;0,02;1,09;0,02
312.757;-0,05;1,09;0,03;0,01;0,01;-0,01;1,09;0,02
312.766;-0,04;1,09;0,04;0,01;0,01;-0,01;1,09;0,02
312.816;-0,04;1,09;0,04;0,01;0,01;-0,01;1,09;0,02
312.828;-0,04;1,09;0,04;-0,01;-0,01;0,02;1,09;0,02
312.866;-0,04;1,08;0,04;-0,01;-0,01;0,02;1,08;0,02
312.898;-0,04;1,08;0,04;-0,02;-0,01;-0,02;1,08;0,03
312.916;-0,04;1,09;0,03;-0,02;-0,01;-0,02;1,09;0,03
312.966;-0,04;1,08;0,03;-0,02;-0,01;-0,02;1,08;0,03
312.97;-0,04;1,08;0,03;0,01;-0,03;-0,03;1,08;0,04
313.016;-0,03;1,09;0,04;0,01;-0,03;-0,03;1,09;0,04
313.039;-0,03;1,09;0,04;0,02;-0,01;-0,01;1,09;0,02
313.066;-0,03;1,08;0,04;0,02;-0,01;-0,01;1,08;0,02
313.108;-0,03;1,08;0,04;0,02;-0,06;-0,02;1,08;0,07
313.116;-0,05;1,09;0,02;0,02;-0,06;-0,02;1,09;0,07
313.166;-0,06;1,09;0,03;0,02;-0,06;-0,02;1,09;0,07
313.179;-0,06;1,09;0,03;0,03;-0,06;-0,01;1,09;0,07
313.216;-0,05;1,09;0,04;0,03;-0,06;-0,01;1,09;0,07
313.247;-0,05;1,09;0,04;-0,01;0,00;-0,02;1,09;0,02
313.266;-0,04;1,09;0,03;-0,01;0,00;-0,02;1,09;0,02
313.316;-0,04;1,09;0,03;-0,01;0,00;-0,02;1,09;0,02
313.319;-0,04;1,09;0,03;0,01;0,03;0,00;1,09;0,03
313.366;-0,03;1,09;0,04;0,01;0,03;0,00;1,09;0,03
313.387;-0,03;1,09;0,04;-0,01;0,01;0,03;1,09;0,03
313.416;-0,04;1,09;0,04;-0,01;0,01;0,03;1,09;0,03
313.458;-0,04;1,09;0,04;-0,02;-0,03;0,00;1,09;0,04
313.466;-0,05;1,09;0,03;-0,02;-0,03;0,00;1,09;0,04
313.516;-0,05;1,09;0,02;-0,02;-0,03;0,00;1,09;0,04
313.529;-0,05;1,09;0,02;-0,03;0,00;-0,01;1,09;0,03
313.567;-0,05;1,09;0,03;-0,03;0,00;-0,01;1,09;0,03
313.637;-0,05;1,09;0,03;0,00;0,02;0,00;1,09;0,02
313.638;-0,04;1,09;0,04;0,00;0,02;0,00;1,09;0,02
313.666;-0,03;1,09;0,03;0,00;0,02;0,00;1,09;0,02
313.668;-0,03;1,09;0,03;0,00;0,00;-0,01;1,09;0,01
313.716;-0,04;1,09;0,04;0,00;0,00;-0,01;1,09;0,01
313.738;-0,04;1,09;0,04;-0,01;-0,01;0,00;1,09;0,01
313.766;-0,03;1,09;0,04;-0,01;-0,01;0,00;1,09;0,01
313.807;-0,03;1,09;0,04;-0,01;-0,03;0,01;1,09;0,03
313.816;-0,05;1,09;0,03;-0,01;-0,03;0,01;1,09;0,03
313.866;-0,05;1,09;0,03;-0,01;-0,03;0,01;1,09;0,03
313.877;-0,05;1,09;0,03;-0,01;-0,01;-0,01;1,09;0,02
313.916;-0,05;1,09;0,03;-0,01;-0,01;-0,01;1,09;0,02
313.947;-0,05;1,09;0,03;-0,01;0,00;0,01;1,09;0,01
313.965;-0,05;1,09;0,03;-0,01;0,00;0,01;1,09;0,01
314.016;-0,04;1,08;0,04;-0,01;0,00;0,01;1,08;0,01
314.018;-0,04;1,08;0,04;-0,01;0,02;0,03;1,08;0,04
314.066;-0,04;1,09;0,04;-0,01;0,02;0,03;1,09;0,04
314.087;-0,04;1,09;0,04;-0,01;0,02;0,01;1,09;0,02
314.115;-0,04;1,09;0,04;-0,01;0,02;0,01;1,09;0,02
314.157;-0,04;1,09;0,04;-0,02;-0,01;-0,02;1,09;0,03
314.165;-0,03;1,09;0,04;-0,02;-0,01;-0,02;1,09;0,03
314.216;-0,04;1,09;0,05;-0,02;-0,01;-0,02;1,09;0,03
314.227;-0,04;1,09;0,05;-0,06;-0,01;0,05;1,09;0,08
314.265;-0,04;1,09;0,03;-0,06;-0,01;0,05;1,09;0,08
314.297;-0,04;1,09;0,03;-0,03;-0,03;-0,01;1,09;0,04
314.316;-0,04;1,09;0,02;-0,03;-0,03;-0,01;1,09;0,04
314.366;-0,04;1,09;0,03;-0,03;-0,03;-0,01;1,09;0,04
314.371;-0,04;1,09;0,03;-0,01;-0,01;0,02;1,09;0,02
314.416;-0,04;1,09;0,03;-0,01;-0,01;0,02;1,09;0,02
314.437;-0,04;1,09;0,03;0,01;0,01;0,02;1,09;0,02
314.466;-0,04;1,09;0,04;0,01;0,01;0,02;1,09;0,02
314.507;-0,04;1,09;0,04;0,01;0,02;0,01;1,09;0,02
314.517;-0,04;1,08;0,05;0,01;0,02;0,01;1,08;0,02
314.566;-0,04;1,09;0,05;0,01;0,02;0,01;1,09;0,02
314.578;-0,04;1,09;0,05;-0,06;0,00;0,02;1,09;0,06
314.586;-0,08;1,08;0,03;-0,06;0,00;0,02;1,08;0,06
314.606;-0,07;1,08;0,03;-0,06;0,00;0,02;1,08;0,06
314.626;-0,06;1,10;0,04;-0,06;0,00;0,02;1,10;0,06
314.646;-0,05;1,09;0,04;-0,06;0,00;0,02;1,09;0,06
314.648;-0,05;1,09;0,04;0,03;0,00;-0,10;1,09;0,10
314.666;-0,04;1,08;0,04;0,03;0,00;-0,10;1,08;0,10
314.686;-0,03;1,08;0,04;0,03;0,00;-0,10;1,08;0,10
314.706;-0,02;1,09;0,04;0,03;0,00;-0,10;1,09;0,10
314.718;-0,02;1,09;0,04;0,01;-0,08;-0,14;1,09;0,16
314.726;-0,02;1,09;0,04;0,01;-0,08;-0,14;1,09;0,16
314.746;-0,03;1,10;0,03;0,01;-0,08;-0,14;1,10;0,16
314.766;-0,04;1,10;0,03;0,01;-0,08;-0,14;1,10;0,16
314.786;-0,04;1,09;0,04;0,01;-0,08;-0,14;1,09;0,16
314.788;-0,04;1,09;0,04;0,03;-0,01;0,03;1,09;0,04
314.806;-0,04;1,09;0,05;0,03;-0,01;0,03;1,09;0,04
314.826;-0,02;1,09;0,07;0,03;-0,01;0,03;1,09;0,04
314.846;-0,03;1,09;0,07;0,03;-0,01;0,03;1,09;0,04
314.858;-0,03;1,09;0,07;0,02;-0,04;0,01;1,09;0,05
314.866;-0,06;1,08;0,05;0,02;-0,04;0,01;1,08;0,05
314.886;-0,08;1,08;0,03;0,02;-0,04;0,01;1,08;0,05
314.906;-0,07;1,09;0,00;0,02;-0,04;0,01;1,09;0,05
314.926;-0,07;1,09;0,00;0,02;-0,04;0,01;1,09;0,05
314.929;-0,07;1,09;0,00;-0,13;-0,05;-0,03;1,09;0,14
314.946;-0,08;1,09;0,00;-0,13;-0,05;-0,03;1,09;0,14
314.966;-0,08;1,08;0,02;-0,13;-0,05;-0,03;1,08;0,14
314.986;-0,08;1,08;0,04;-0,13;-0,05;-0,03;1,08;0,14
314.998;-0,08;1,08;0,04;0,12;0,04;-0,02;1,08;0,13
315.006;-0,07;1,08;0,04;0,12;0,04;-0,02;1,08;0,13
315.026;-0,05;1,08;0,04;0,12;0,04;-0,02;1,08;0,13
315.046;-0,04;1,09;0,03;0,12;0,04;-0,02;1,09;0,13
315.066;-0,03;1,09;0,03;0,12;0,04;-0,02;1,09;0,13
315.069;-0,03;1,09;0,03;-0,01;0,03;-0,08;1,09;0,09
315.086;-0,01;1,09;0,04;-0,01;0,03;-0,08;1,09;0,09
315.106;-0,01;1,09;0,05;-0,01;0,03;-0,08;1,09;0,09
315.126;-0,01;1,10;0,05;-0,01;0,03;-0,08;1,10;0,09
315.138;-0,01;1,10;0,05;0,04;0,00;0,00;1,10;0,04
315.147;-0,03;1,10;0,05;0,04;0,00;0,00;1,10;0,04
315.196;-0,04;1,08;0,04;0,04;0,00;0,00;1,08;0,04
315.21;-0,04;1,08;0,04;-0,02;-0,08;-0,01;1,08;0,08
315.246;-0,04;1,10;0,02;-0,02;-0,08;-0,01;1,10;0,08
315.278;-0,04;1,10;0,02;0,04;-0,06;0,02;1,10;0,07
315.297;-0,06;1,09;0,03;0,04;-0,06;0,02;1,09;0,07
315.346;-0,06;1,09;0,03;0,04;-0,06;0,02;1,09;0,07
315.348;-0,06;1,09;0,03;-0,03;-0,02;0,03;1,09;0,05
315.396;-0,07;1,08;0,02;-0,03;-0,02;0,03;1,08;0,05
315.418;-0,07;1,08;0,02;-0,01;-0,02;-0,01;1,08;0,02
315.446;-0,07;1,09;0,02;-0,01;-0,02;-0,01;1,09;0,02
315.488;-0,07;1,09;0,02;0,02;0,01;-0,01;1,09;0,02
315.496;-0,05;1,09;0,02;0,02;0,01;-0,01;1,09;0,02
315.546;-0,04;1,09;0,02;0,02;0,01;-0,01;1,09;0,02
315.558;-0,04;1,09;0,02;0,00;0,04;0,03;1,09;0,05
315.596;-0,05;1,09;0,03;0,00;0,04;0,03;1,09;0,05
315.628;-0,05;1,09;0,03;0,01;0,01;-0,01;1,09;0,02
315.646;-0,06;1,09;0,02;0,01;0,01;-0,01;1,09;0,02
315.696;-0,06;1,09;0,03;0,01;0,01;-0,01;1,09;0,02
315.699;-0,06;1,09;0,03;0,03;0,04;-0,01;1,09;0,05
315.746;-0,04;1,09;0,04;0,03;0,04;-0,01;1,09;0,05
315.767;-0,04;1,09;0,04;0,03;0,06;-0,01;1,09;0,07
315.796;-0,03;1,09;0,05;0,03;0,06;-0,01;1,09;0,07
315.837;-0,03;1,09;0,05;-0,01;-0,01;-0,02;1,09;0,02
315.846;-0,03;1,09;0,04;-0,01;-0,01;-0,02;1,09;0,02
315.896;-0,05;1,09;0,03;-0,01;-0,01;-0,02;1,09;0,02
315.907;-0,05;1,09;0,03;-0,03;-0,01;0,01;1,09;0,03
315.946;-0,07;1,09;0,02;-0,03;-0,01;0,01;1,09;0,03
315.977;-0,07;1,09;0,02;0,00;0,01;0,01;1,09;0,01
316.113;-0,07;1,09;0,02;0,00;0,01;0,01;1,09;0,01
316.114;-0,07;1,09;0,02;0,01;0,04;-0,03;1,09;0,05
316.116;-0,06;1,09;0,03;0,01;0,04;-0,03;1,09;0,05
316.118;-0,05;1,09;0,03;0,01;0,04;-0,03;1,09;0,05
316.119;-0,05;1,09;0,03;-0,03;0,04;-0,01;1,09;0,05
316.146;-0,05;1,09;0,02;-0,03;0,04;-0,01;1,09;0,05
316.188;-0,05;1,09;0,02;0,01;0,04;0,02;1,09;0,05
316.196;-0,05;1,09;0,04;0,01;0,04;0,02;1,09;0,05
316.246;-0,05;1,09;0,04;0,01;0,04;0,02;1,09;0,05
316.258;-0,05;1,09;0,04;0,00;0,00;-0,01;1,09;0,01
316.296;-0,05;1,09;0,03;0,00;0,00;-0,01;1,09;0,01
316.327;-0,05;1,09;0,03;-0,03;0,01;-0,01;1,09;0,03
316.346;-0,05;1,09;0,02;-0,03;0,01;-0,01;1,09;0,03
316.396;-0,06;1,09;0,02;-0,03;0,01;-0,01;1,09;0,03
316.399;-0,06;1,09;0,02;0,01;-0,02;-0,02;1,09;0,03
316.446;-0,06;1,09;0,03;0,01;-0,02;-0,02;1,09;0,03
316.468;-0,06;1,09;0,03;0,00;0,01;0,01;1,09;0,01
316.496;-0,05;1,09;0,03;0,00;0,01;0,01;1,09;0,01
316.538;-0,05;1,09;0,03;0,01;0,00;0,00;1,09;0,01
316.546;-0,06;1,09;0,02;0,01;0,00;0,00;1,09;0,01
316.596;-0,07;1,09;0,02;0,01;0,00;0,00;1,09;0,01
316.607;-0,07;1,09;0,02;-0,02;0,04;0,01;1,09;0,05
316.646;-0,05;1,09;0,03;-0,02;0,04;0,01;1,09;0,05
316.678;-0,05;1,09;0,03;0,02;0,03;0,00;1,09;0,04
316.696;-0,06;1,09;0,04;0,02;0,03;0,00;1,09;0,04
316.746;-0,04;1,09;0,03;0,02;0,03;0,00;1,09;0,04
316.749;-0,04;1,09;0,03;0,01;0,01;-0,06;1,09;0,06
316.796;-0,04;1,09;0,03;0,01;0,01;-0,06;1,09;0,06
316.818;-0,04;1,09;0,03;0,00;-0,02;-0,01;1,09;0,02
316.846;-0,06;1,09;0,02;0,00;-0,02;-0,01;1,09;0,02
316.887;-0,06;1,09;0,02;0,01;-0,01;-0,01;1,09;0,02
316.896;-0,06;1,09;0,01;0,01;-0,01;-0,01;1,09;0,02
316.947;-0,07;1,09;0,01;0,01;-0,01;-0,01;1,09;0,02
316.958;-0,07;1,09;0,01;0,03;0,02;-0,01;1,09;0,04
316.996;-0,06;1,09;0,02;0,03;0,02;-0,01;1,09;0,04
317.028;-0,06;1,09;0,02;0,02;0,02;-0,04;1,09;0,05
317.046;-0,05;1,09;0,02;0,02;0,02;-0,04;1,09;0,05
317.096;-0,04;1,09;0,03;0,02;0,02;-0,04;1,09;0,05
317.098;-0,04;1,09;0,03;0,00;0,03;0,00;1,09;0,03
317.146;-0,04;1,09;0,05;0,00;0,03;0,00;1,09;0,03
317.167;-0,04;1,09;0,05;-0,01;-0,03;-0,01;1,09;0,03
317.196;-0,06;1,09;0,02;-0,01;-0,03;-0,01;1,09;0,03
317.237;-0,06;1,09;0,02;0,00;0,00;0,03;1,09;0,03
317.246;-0,07;1,09;0,02;0,00;0,00;0,03;1,09;0,03
317.296;-0,06;1,09;0,03;0,00;0,00;0,03;1,09;0,03
317.308;-0,06;1,09;0,03;-0,02;0,00;0,02;1,09;0,03
317.346;-0,05;1,09;0,03;-0,02;0,00;0,02;1,09;0,03
317.378;-0,05;1,09;0,03;0,00;-0,03;-0,02;1,09;0,04
317.396;-0,07;1,09;0,02;0,00;-0,03;-0,02;1,09;0,04
317.446;-0,07;1,08;0,01;0,00;-0,03;-0,02;1,08;0,04
317.448;-0,07;1,08;0,01;-0,03;0,00;0,00;1,08;0,03
317.496;-0,07;1,09;0,01;-0,03;0,00;0,00;1,09;0,03
317.517;-0,07;1,09;0,01;0,01;0,02;0,00;1,09;0,02
317.546;-0,06;1,09;0,02;0,01;0,02;0,00;1,09;0,02
317.588;-0,06;1,09;0,02;0,00;0,02;0,00;1,09;0,02
317.596;-0,05;1,09;0,02;0,00;0,02;0,00;1,09;0,02
317.646;-0,06;1,09;0,02;0,00;0,02;0,00;1,09;0,02
317.657;-0,06;1,09;0,02;0,00;0,00;0,00;1,09;0,00
317.696;-0,06;1,09;0,02;0,00;0,00;0,00;1,09;0,00
317.728;-0,06;1,09;0,02;0,01;0,02;0,00;1,09;0,02
317.746;-0,06;1,09;0,03;0,01;0,02;0,00;1,09;0,02
317.796;-0,05;1,09;0,03;0,01;0,02;0,00;1,09;0,02
317.798;-0,05;1,09;0,03;-0,02;0,00;0,00;1,09;0,02
317.846;-0,05;1,09;0,02;-0,02;0,00;0,00;1,09;0,02
317.867;-0,05;1,09;0,02;-0,03;0,00;0,01;1,09;0,03
317.896;-0,07;1,09;0,01;-0,03;0,00;0,01;1,09;0,03
317.937;-0,07;1,09;0,01;-0,01;0,00;0,01;1,09;0,01
317.946;-0,08;1,09;0,00;-0,01;0,00;0,01;1,09;0,01
317.996;-0,07;1,09;0,01;-0,01;0,00;0,01;1,09;0,01
318.008;-0,07;1,09;0,01;0,04;0,03;-0,03;1,09;0,06
318.046;-0,06;1,09;0,02;0,04;0,03;-0,03;1,09;0,06
318.079;-0,06;1,09;0,02;0,00;0,00;-0,03;1,09;0,03
318.096;-0,05;1,09;0,02;0,00;0,00;-0,03;1,09;0,03
318.146;-0,05;1,09;0,04;0,00;0,00;-0,03;1,09;0,03
318.15;-0,05;1,09;0,04;0,06;0,03;0,02;1,09;0,07
318.196;-0,07;1,09;0,04;0,06;0,03;0,02;1,09;0,07
318.218;-0,07;1,09;0,04;-0,08;0,03;-0,01;1,09;0,09
318.246;-0,06;1,09;0,01;-0,08;0,03;-0,01;1,09;0,09
318.288;-0,06;1,09;0,01;0,01;0,00;-0,02;1,09;0,02
318.296;-0,06;1,09;0,02;0,01;0,00;-0,02;1,09;0,02
318.346;-0,05;1,09;0,02;0,01;0,00;-0,02;1,09;0,02
318.357;-0,05;1,09;0,02;0,00;-0,02;0,01;1,09;0,02
318.396;-0,06;1,09;0,02;0,00;-0,02;0,01;1,09;0,02
318.427;-0,06;1,09;0,02;0,00;-0,02;0,03;1,09;0,04
318.446;-0,09;1,09;0,03;0,00;-0,02;0,03;1,09;0,04
318.496;-0,08;1,09;0,00;0,00;-0,02;0,03;1,09;0,04
318.5;-0,08;1,09;0,00;-0,07;-0,01;-0,07;1,09;0,10
318.546;-0,07;1,09;0,00;-0,07;-0,01;-0,07;1,09;0,10
318.567;-0,07;1,09;0,00;0,04;0,02;-0,01;1,09;0,05
318.596;-0,08;1,08;0,01;0,04;0,02;-0,01;1,08;0,05
318.638;-0,08;1,08;0,01;-0,04;0,09;-0,01;1,08;0,10
318.646;-0,04;1,10;0,01;-0,04;0,09;-0,01;1,10;0,10
318.696;-0,04;1,08;0,05;-0,04;0,09;-0,01;1,08;0,10
318.708;-0,04;1,08;0,05;0,05;0,01;0,02;1,08;0,05
318.746;-0,04;1,09;0,04;0,05;0,01;0,02;1,09;0,05
318.778;-0,04;1,09;0,04;-0,02;0,05;0,06;1,09;0,08
318.796;-0,04;1,08;0,05;-0,02;0,05;0,06;1,08;0,08
318.847;-0,04;1,10;0,05;-0,02;0,05;0,06;1,10;0,08
318.85;-0,04;1,10;0,05;-0,06;-0,06;0,05;1,10;0,10
318.896;-0,11;1,08;0,01;-0,06;-0,06;0,05;1,09;0,10
319.699;-0,11;1,08;0,01;-0,05;0,00;-0,04;1,09;0,06
319.7;-0,11;1,09;0,01;-0,05;0,00;-0,04;1,10;0,06
319.701;-0,11;1,09;0,01;-0,08;0,02;-0,09;1,10;0,12
319.702;-0,06;1,10;0,00;-0,08;0,02;-0,09;1,10;0,12
319.704;-0,04;1,08;0,01;-0,08;0,02;-0,09;1,08;0,12
319.705;-0,04;1,08;0,01;0,07;0,02;-0,07;1,08;0,10
319.706;-0,01;1,10;0,03;0,07;0,02;-0,07;1,10;0,10
319.707;-0,01;1,10;0,03;0,05;-0,03;0,08;1,10;0,10
319.708;-0,08;1,08;0,03;0,05;-0,03;0,08;1,08;0,10
319.709;-0,09;1,09;0,01;0,05;-0,03;0,08;1,09;0,10
319.71;-0,09;1,09;0,01;-0,01;0,01;0,02;1,09;0,02
319.71;-0,09;1,08;0,02;-0,01;0,01;0,02;1,08;0,02
319.711;-0,09;1,08;0,02;-0,01;0,05;0,00;1,08;0,05
319.712;-0,07;1,09;0,03;-0,01;0,05;0,00;1,09;0,05
319.713;-0,07;1,09;0,03;0,01;0,04;0,02;1,09;0,05
319.714;-0,04;1,09;0,03;0,01;0,04;0,02;1,09;0,05
319.714;-0,06;1,08;0,02;0,01;0,04;0,02;1,08;0,05
319.715;-0,06;1,08;0,02;-0,02;-0,01;0,04;1,08;0,05
319.716;-0,08;1,08;0,01;-0,02;-0,01;0,04;1,08;0,05
319.717;-0,08;1,08;0,01;0,01;0,00;-0,01;1,08;0,01
319.718;-0,08;1,09;0,02;0,01;0,00;-0,01;1,09;0,01
319.719;-0,08;1,09;0,02;0,01;0,00;-0,01;1,09;0,01
319.72;-0,08;1,09;0,02;0,01;0,04;-0,02;1,09;0,05
319.72;-0,05;1,09;0,03;0,01;0,04;-0,02;1,09;0,05
319.721;-0,05;1,09;0,03;0,03;0,02;-0,02;1,09;0,04
319.722;-0,04;1,09;0,04;0,03;0,02;-0,02;1,09;0,04
